reference,degraded,fvnsim0,fvnsim1,fvnsim2,fvnsim3,fvnsim4,fvnsim5,fvnsim6,fvnsim7,fvnsim8,fvnsim9,fvnsim10,fvnsim11,fvnsim12,fvnsim13,fvnsim14,fvnsim15,fvnsim16,fvnsim17,fvnsim18,fvnsim19,fvnsim20,fvnsim21,fvnsim22,fvnsim23,fvnsim24,fvnsim25,fvnsim26,fvnsim27,fvnsim28,fvnsim29,fvnsim30,fvnsim31,moslqs
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\C_15_NOISE_FG.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\ref\R_15_NOISE_FG.wav,-0.018925395,-0.163350304,0.153990117,0.415531024,0.439251843,0.446220907,0.40257458,0.404712292,0.424432916,0.391922587,0.376535284,0.361764045,0.331238582,0.358034117,0.40766993,0.483244558,0.490017492,0.465759602,0.466769894,0.51129875,0.508589345,0.493731583,0.485686269,0.357930599,0.31971698,0.402416435,0.472913477,0.511408505,0.500431743,0.469604555,0.482678083,0.485246302,2.4
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\C_21_NOISE_FA.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\ref\R_21_NOISE_FA.wav,0.958850011,0.981316049,0.994510793,0.994001998,0.993045938,0.99733104,0.998534609,0.998111962,0.997800035,0.997278688,0.995696948,0.99697561,0.997189358,0.998136416,0.998814381,0.99875798,0.999351522,0.999349523,0.997997136,0.994362496,0.998001904,0.997994736,0.981058326,0.500398761,0.450392791,0.494763819,0.486321167,0.462226407,0.492288712,0.525941259,0.518939215,0.555554687,4.1
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\C_05_CHOP_FG.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\ref\R_05_CHOP_FG.wav,0.926320373,0.956632841,0.984057592,0.98871232,0.985472477,0.986047296,0.986630682,0.986157317,0.986972978,0.986729732,0.985130806,0.97835854,0.98453103,0.987134363,0.987409205,0.984810258,0.976097589,0.978547023,0.980185134,0.980016754,0.987035626,0.983467995,0.966755672,0.963242849,0.971501573,0.972187145,0.965130391,0.971267697,0.965675888,0.950201468,0.938216281,0.929763637,4.4
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\clip\C_14_CLIP_MK.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\clip\ref\R_14_CLIP_MK.wav,0.914658235,0.961655204,0.980334788,0.987795131,0.989609783,0.990104158,0.986519071,0.987962278,0.986058837,0.970787959,0.945294262,0.942981965,0.951427495,0.921215914,0.87140608,0.7897605,0.793676308,0.783823162,0.782164401,0.76476285,0.657145424,0.573833662,0.543242015,0.507270786,0.532510626,0.600263692,0.650907847,0.62122354,0.656814002,0.663752645,0.674500709,0.725006565,1.5
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\C_02_CHOP_ML.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\ref\R_02_CHOP_ML.wav,0.996147519,0.996023929,0.994255757,0.993626604,0.99240031,0.995548555,0.996927128,0.995313867,0.99628257,0.996605979,0.99392857,0.993987166,0.99661193,0.998157684,0.997724423,0.994739465,0.99547435,0.996170521,0.994863156,0.991990624,0.992409467,0.993591238,0.995063756,0.99685098,0.997394968,0.996474645,0.995217099,0.996410561,0.992332272,0.996563505,0.996930832,0.997393326,4.4
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\C_03_ECHO_MK.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\ref\R_03_ECHO_MK.wav,0.999922049,0.999667798,0.996500455,0.998645181,0.996724973,0.997538703,0.995451764,0.999377983,0.999436148,0.999843163,0.999742731,0.999946661,0.999893428,0.999975808,0.999983755,0.999740352,0.997510313,0.999689,0.999967184,0.999333109,0.999835793,0.999970277,0.999862091,0.99996433,0.999958739,0.999949794,0.999973088,0.999949932,0.999923187,0.999879896,0.99983717,0.999797856,4.7
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\clip\C_14_CLIP_FA.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\clip\ref\R_14_CLIP_FA.wav,0.841467354,0.927816686,0.967742791,0.977704086,0.978004664,0.977054768,0.981507661,0.976121619,0.976813203,0.966460663,0.941661518,0.891187969,0.831102574,0.792793198,0.811524277,0.783631395,0.74288204,0.754896522,0.695561614,0.689400354,0.671339246,0.631869804,0.634260548,0.365874558,0.407884756,0.610793265,0.59402806,0.520732443,0.583112883,0.63061908,0.62087093,0.653950141,1.4
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\C_07_ECHO_MK.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\ref\R_07_ECHO_MK.wav,0.979577209,0.964244116,0.961344881,0.962871254,0.961157981,0.956420648,0.949922897,0.958140245,0.969378292,0.974456978,0.979146394,0.975574345,0.982849444,0.98020357,0.973504558,0.980958505,0.977921368,0.970741356,0.966854807,0.978996256,0.976836768,0.97862891,0.983075685,0.995822424,0.99515186,0.997000461,0.998578481,0.999554001,0.999548488,0.998548241,0.998601089,0.998611824,3.7
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\C_05_CHOP_MK.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\ref\R_05_CHOP_MK.wav,0.966746811,0.977002637,0.979071018,0.974138887,0.978982939,0.971655017,0.967397075,0.965728394,0.967513417,0.967798604,0.964057575,0.96300978,0.971203793,0.96759766,0.968616564,0.9704406,0.971096151,0.969850941,0.97473125,0.974202932,0.976249601,0.973183457,0.960394325,0.964590332,0.960199146,0.955796063,0.956856438,0.956525174,0.948468837,0.936821559,0.937484765,0.938032933,3.8
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\C_04_CHOP_ML.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\ref\R_04_CHOP_ML.wav,0.997121163,0.995245907,0.991264283,0.9884375,0.996191838,0.996774492,0.995817312,0.99618884,0.997652835,0.996068121,0.990093702,0.99577562,0.996979019,0.996916698,0.9961065,0.99369721,0.99742694,0.993104352,0.996876727,0.998050065,0.997268093,0.998067034,0.998729934,0.995302811,0.993732755,0.997765299,0.99775314,0.995408241,0.995166334,0.993449765,0.994898623,0.994873563,4.2
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\C_04_COMPSPKR_MK.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\ref\R_04_COMPSPKR_MK.wav,0.964339471,0.909522681,0.880228239,0.87565112,0.877675838,0.86423155,0.856909269,0.857580157,0.858918911,0.858897008,0.870755644,0.8946568,0.903628984,0.882117476,0.856900724,0.83599104,0.826996878,0.85178439,0.838886163,0.821776985,0.832447892,0.849778802,0.878975675,0.89928649,0.898751048,0.905434084,0.926680031,0.952800627,0.959570178,0.997619646,0.997154118,0.997861909,3.6
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\clip\C_11_CLIP_FG.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\clip\ref\R_11_CLIP_FG.wav,0.950783662,0.986012978,0.998580355,0.999825827,0.999940094,0.999953214,0.999980633,0.999986242,0.999978331,0.999948774,0.999733427,0.999738679,0.999554085,0.999658949,0.999876522,0.99997857,0.999974049,0.999882038,0.999802928,0.999931567,0.999898257,0.999226791,0.994437083,0.704129305,0.589638335,0.6293013,0.618937097,0.609366653,0.673400105,0.738171652,0.746653971,0.784207477,4
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\C_16_NOISE_FG.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\ref\R_16_NOISE_FG.wav,-0.034699303,0.153301094,0.355141823,0.444362863,0.570809219,0.572039949,0.522352427,0.51523969,0.515651702,0.548326168,0.511806224,0.414264564,0.487054313,0.518634944,0.518498431,0.558566979,0.591229054,0.605004961,0.563313585,0.513013909,0.519924506,0.546383502,0.533779279,0.513586046,0.521693802,0.521206433,0.470800825,0.556447735,0.560415457,0.449155233,0.393026941,0.413693858,2.8
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\clip\C_02_CLIP_FA.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\clip\ref\R_02_CLIP_FA.wav,0.966368564,0.975827178,0.988942627,0.987467182,0.984904235,0.986624812,0.990936602,0.993508962,0.992886253,0.983976084,0.975818441,0.96336384,0.960483533,0.966115015,0.971826163,0.957285033,0.944288723,0.959026615,0.962966546,0.962216008,0.968189292,0.967464529,0.960459164,0.967665766,0.989418167,0.993398985,0.989426052,0.985162185,0.977496405,0.926976207,0.911840841,0.920567916,4
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\C_06_CHOP_ML.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\ref\R_06_CHOP_ML.wav,0.99711857,0.996109602,0.99395576,0.997478795,0.997960398,0.996328025,0.998244653,0.999703335,0.999729481,0.999285771,0.999694968,0.999117844,0.99938776,0.99958496,0.999652959,0.999641225,0.999674303,0.999520924,0.996182922,0.997686458,0.999375529,0.999888106,0.999660322,0.999666309,0.999793038,0.999934839,0.999914947,0.999894187,0.999825794,0.996384138,0.99506905,0.994630089,4.6
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\C_23_CHOP_FA.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\ref\R_23_CHOP_FA.wav,0.946690051,0.984146335,0.997349317,0.997500106,0.995473203,0.998177542,0.997735888,0.995128525,0.997140051,0.994287064,0.988981596,0.979741543,0.979239694,0.9833861,0.979800399,0.969526768,0.959396098,0.961612668,0.939607767,0.925620869,0.900286531,0.86713194,0.847221513,0.508363497,0.484685945,0.546241092,0.545340276,0.528692633,0.605097269,0.674739422,0.679134651,0.718050063,2.4
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\C_04_COMPSPKR_FG.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\ref\R_04_COMPSPKR_FG.wav,0.942655748,0.819170067,0.747947627,0.736469002,0.735324044,0.739500976,0.732774309,0.711371898,0.70352242,0.721028711,0.725584553,0.732425051,0.757972691,0.738046808,0.727263197,0.71967868,0.736352755,0.76908186,0.772630963,0.797800227,0.802040236,0.830729303,0.822655539,0.82501318,0.828786904,0.853692585,0.885147039,0.922781957,0.942513389,0.99894087,0.998471345,0.998438204,3.5
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\C_14_CHOP_FG.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\ref\R_14_CHOP_FG.wav,0.770195676,0.838558807,0.931174594,0.95503434,0.935048725,0.923785847,0.9114461,0.900484822,0.906392393,0.916279626,0.90602059,0.905981903,0.899977533,0.919400985,0.913780559,0.922902766,0.921549593,0.929076712,0.926952787,0.931554669,0.939790038,0.94453772,0.910404701,0.871566594,0.876645424,0.884864739,0.874013028,0.896427696,0.853680695,0.772159755,0.73729993,0.726731597,2.9
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\C_10_COMPSPKR_FG.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\ref\R_10_COMPSPKR_FG.wav,0.700683832,0.698034845,0.727668587,0.749176157,0.681624559,0.668380506,0.670349949,0.673838685,0.679163958,0.707035814,0.697113316,0.682521046,0.687877029,0.70171661,0.663820904,0.658666194,0.693847035,0.672264139,0.731165665,0.76980267,0.776688839,0.789085819,0.7780582,0.753302604,0.743306071,0.750062991,0.7675486,0.790441282,0.80035542,0.811150562,0.841712405,0.841751719,1.9
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\C_13_NOISE_ML.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\ref\R_13_NOISE_ML.wav,0.578917255,0.601494049,0.497968744,0.503134908,0.455926992,0.587344309,0.578904257,0.576549294,0.596661202,0.586776692,0.573820566,0.507087351,0.497301088,0.504851965,0.509396125,0.538378651,0.53099707,0.510711382,0.503180309,0.579650373,0.624478859,0.528888924,0.458494162,0.482305056,0.481041086,0.543757205,0.548051694,0.593282342,0.580527686,0.644205151,0.670882706,0.656136584,2.4
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\clip\C_12_CLIP_ML.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\clip\ref\R_12_CLIP_ML.wav,0.987873662,0.995179879,0.996767996,0.998922546,0.999477676,0.999882199,0.999758176,0.999808209,0.999707089,0.999494565,0.999424465,0.999238642,0.999718176,0.999208989,0.999083942,0.999411559,0.998938658,0.999526919,0.999208834,0.996873228,0.986716097,0.978685265,0.974674518,0.742933312,0.602456407,0.522905733,0.53797991,0.540203115,0.589444156,0.624692984,0.627512257,0.65949307,4
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\C_07_NOISE_MK.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\ref\R_07_NOISE_MK.wav,0.49839647,0.524894521,0.540744515,0.550540866,0.569361069,0.579108276,0.613608728,0.656471884,0.632445167,0.607171802,0.57273712,0.571720274,0.571042965,0.571497023,0.574867596,0.62691739,0.613680633,0.634334281,0.649644727,0.675019053,0.724263589,0.711094687,0.70008369,0.718609295,0.949775328,0.96785325,0.974887172,0.982469897,0.999754446,0.99947425,0.999493421,0.999556029,3.7
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\C_02_NOISE_MK.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\ref\R_02_NOISE_MK.wav,0.452168071,0.492782833,0.536110432,0.545119337,0.559171394,0.578736709,0.664176172,0.82815965,0.910719898,0.967145824,0.987132054,0.983032519,0.991710932,0.999132087,0.997235689,0.998173972,0.998705599,0.99981545,0.999866218,0.999953438,0.999872723,0.999892014,0.99988138,0.999805594,0.999671631,0.999893221,0.999816116,0.999652653,0.999293124,0.997480375,0.998839662,0.998537303,4.4
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\clip\C_02_CLIP_ML.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\clip\ref\R_02_CLIP_ML.wav,0.998889096,0.999572002,0.999514225,0.999601514,0.999304105,0.999416473,0.999258035,0.999062452,0.999339306,0.999333336,0.998890286,0.999578788,0.999570312,0.998372815,0.99849986,0.996929966,0.998517035,0.995246171,0.996635729,0.986807594,0.981236909,0.965875233,0.958237084,0.984115775,0.995499885,0.997561171,0.998182907,0.995456334,0.989514676,0.978968578,0.976353232,0.98382492,4.5
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\C_11_COMPSPKR_FA.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\ref\R_11_COMPSPKR_FA.wav,0.957165667,0.986551503,0.994167496,0.995916585,0.99678613,0.997292658,0.99856139,0.99876788,0.997788101,0.997101563,0.998222927,0.997902559,0.996433256,0.996725241,0.998880854,0.999164705,0.999220695,0.999358652,0.998907126,0.99684676,0.997408472,0.995998517,0.970847555,0.622832437,0.558207443,0.589919542,0.556549175,0.5508179,0.599061734,0.649579154,0.641788499,0.666958697,4.2
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\C_17_CHOP_MK.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\ref\R_17_CHOP_MK.wav,0.942448859,0.970634807,0.972052504,0.96970998,0.962642768,0.952912526,0.952324743,0.966056321,0.971794138,0.970060426,0.972692801,0.967164844,0.971921978,0.98006742,0.981609604,0.983321125,0.976834331,0.974388798,0.969730126,0.972617809,0.963972408,0.970885092,0.962655259,0.952471363,0.958061878,0.958527691,0.959617264,0.964859647,0.958086537,0.932430535,0.939042478,0.938281103,2.1
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\C_20_NOISE_FA.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\ref\R_20_NOISE_FA.wav,0.003633926,0.11508519,0.377269168,0.550878145,0.572087098,0.48620503,0.480200381,0.437268063,0.419733041,0.429695588,0.438987753,0.426758431,0.458095875,0.425301224,0.489032612,0.561575683,0.55026682,0.477024208,0.552341603,0.580890712,0.613009597,0.616992245,0.586424168,0.650019894,0.557474955,0.504782022,0.526471296,0.756242669,0.709950939,0.314120771,0.224203668,0.403247,2
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\C_08_NOISE_FG.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\ref\R_08_NOISE_FG.wav,0.48644564,0.534413161,0.55908886,0.576339977,0.596540247,0.653326705,0.672698797,0.659166224,0.656963073,0.673753511,0.720348092,0.797276627,0.809052671,0.793106004,0.787966786,0.831427317,0.865317086,0.885299437,0.951732055,0.975858635,0.997401222,0.999817558,0.999910942,0.999964635,0.99980815,0.999908258,0.998334642,0.995961367,0.998629549,0.999478425,0.999608297,0.999583075,4.3
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\C_11_ECHO_ML.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\ref\R_11_ECHO_ML.wav,0.955643592,0.948507008,0.939498398,0.93370445,0.953243943,0.95322368,0.935178531,0.932121419,0.923348768,0.934015284,0.941984442,0.938962447,0.940829834,0.939032997,0.948669368,0.961781998,0.967767661,0.966316122,0.968320773,0.966727964,0.963138986,0.951459177,0.957853315,0.960021569,0.970501584,0.973891631,0.983259576,0.981994661,0.976183157,0.966380042,0.960081882,0.959034504,3.1
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\C_09_CHOP_ML.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\ref\R_09_CHOP_ML.wav,0.972754017,0.973092518,0.965763591,0.967294881,0.977849018,0.985757427,0.98238503,0.98487261,0.987644786,0.985466805,0.983239212,0.980824638,0.980703105,0.975561783,0.974503717,0.985585126,0.986993063,0.980413297,0.987089084,0.99290176,0.989913088,0.984781185,0.989022028,0.987356917,0.987591456,0.989276374,0.98749685,0.988533743,0.984720865,0.967617163,0.963212799,0.960362705,3.5
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\C_09_NOISE_ML.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\ref\R_09_NOISE_ML.wav,0.685593532,0.571571102,0.55547867,0.555618919,0.551836385,0.569913613,0.58109828,0.573378837,0.570785562,0.570948974,0.582683675,0.589347761,0.589179248,0.591674944,0.592305117,0.596587002,0.612265035,0.610549994,0.601066956,0.603210439,0.602713397,0.668068889,0.736097124,0.771163742,0.795447028,0.820930368,0.869130618,0.913605819,0.974658308,0.999252798,0.999194935,0.999192247,3.4
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\clip\C_13_CLIP_FA.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\clip\ref\R_13_CLIP_FA.wav,0.902504731,0.955163222,0.965929079,0.973052941,0.979082439,0.975343782,0.977507949,0.983650798,0.972122801,0.970710534,0.975264176,0.965526822,0.96140706,0.978364417,0.978504011,0.974600373,0.973018847,0.979897659,0.97451496,0.972509563,0.954003455,0.942359274,0.90745099,0.503709801,0.521514513,0.586733523,0.559342554,0.528112791,0.557160831,0.574348899,0.557853228,0.57640571,2.8
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\C_03_CHOP_MK.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\ref\R_03_CHOP_MK.wav,0.992132511,0.995975071,0.99490269,0.996132185,0.995572934,0.997522913,0.996579955,0.998524391,0.996021639,0.994908102,0.993956997,0.995104095,0.996669803,0.996649691,0.998636723,0.998768217,0.997887162,0.996301929,0.998509973,0.998254858,0.99742666,0.996273678,0.997235565,0.996735651,0.99609124,0.995598019,0.997005263,0.997727928,0.997823683,0.993312702,0.993580038,0.996241611,4.5
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\C_14_ECHO_FA.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\ref\R_14_ECHO_FA.wav,0.958164443,0.943269094,0.932303894,0.914818284,0.921125466,0.929654761,0.93864989,0.92760806,0.942282026,0.945270685,0.956206712,0.965327714,0.961098857,0.963205207,0.970522736,0.968980607,0.973101676,0.975480944,0.973593651,0.966891889,0.96320248,0.962451729,0.962770038,0.965735924,0.968000702,0.96632741,0.965293669,0.974217378,0.97974636,0.99422377,0.993751505,0.994692179,3.3
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\C_14_NOISE_FA.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\ref\R_14_NOISE_FA.wav,-0.109242718,-0.117891113,0.164883281,0.376005622,0.390071579,0.396107056,0.436162885,0.436688574,0.460390525,0.440365241,0.395717671,0.373113521,0.339328751,0.376405402,0.493230294,0.547452832,0.544430281,0.549356782,0.559341532,0.555761385,0.556080556,0.548964413,0.535500512,0.538810673,0.550479924,0.550342744,0.531191169,0.508790207,0.437425462,0.329971209,0.317019825,0.285899916,3
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\C_13_NOISE_MK.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\ref\R_13_NOISE_MK.wav,0.583376061,0.631831867,0.596706132,0.527568828,0.531108211,0.559783157,0.537968922,0.48839977,0.537979584,0.517467409,0.500664841,0.47363817,0.504999364,0.543206731,0.582405008,0.608574879,0.597545724,0.599954072,0.593372211,0.572651745,0.600045532,0.642813182,0.596703161,0.570988893,0.587507091,0.61312414,0.628602228,0.644603839,0.622006086,0.683775399,0.709674402,0.705112726,2.4
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\clip\C_12_CLIP_FG.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\clip\ref\R_12_CLIP_FG.wav,0.956228964,0.977010024,0.993901885,0.999160203,0.999351106,0.999559248,0.999802694,0.999809916,0.999859783,0.999541744,0.999017291,0.999013034,0.999088345,0.999177837,0.999239763,0.999721507,0.999704784,0.99960872,0.999821626,0.999625861,0.998725188,0.992605718,0.969641387,0.537432303,0.504296555,0.585130646,0.581312311,0.589214385,0.635793421,0.664663338,0.675274399,0.723311149,3.5
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\C_11_ECHO_FG.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\ref\R_11_ECHO_FG.wav,0.925483628,0.937631831,0.932185917,0.917335123,0.905074214,0.908280371,0.915044821,0.900499352,0.895342205,0.918704259,0.920036209,0.91456391,0.945116767,0.94785012,0.918502359,0.913682842,0.924855683,0.93799253,0.92702796,0.945004942,0.95026518,0.963456045,0.959275753,0.93768223,0.936179274,0.940491028,0.949724127,0.956373264,0.955162481,0.941735459,0.932989039,0.928655169,2.8
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\C_23_NOISE_FG.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\ref\R_23_NOISE_FG.wav,0.913192387,0.950603926,0.987035095,0.994798935,0.994867068,0.995657522,0.998578726,0.998617401,0.998153457,0.996926835,0.992676568,0.989093485,0.988082807,0.992464056,0.991872882,0.984853356,0.981987797,0.989055651,0.993851532,0.9871145,0.987641818,0.955901393,0.881903196,0.587142924,0.596798486,0.598781666,0.553630715,0.54835664,0.596860076,0.637722787,0.648257728,0.689598899,2.7
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\C_12_CHOP_FG.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\ref\R_12_CHOP_FG.wav,0.982324537,0.990906775,0.995657633,0.996052477,0.9954001,0.99716707,0.996375293,0.986481661,0.985571123,0.992642531,0.987492625,0.975347637,0.983975577,0.991506526,0.993388732,0.99259546,0.990120105,0.994596708,0.996660016,0.994539975,0.991441902,0.990776417,0.978823191,0.971705829,0.973083025,0.97487532,0.981441522,0.979368551,0.967749136,0.956410565,0.942798587,0.94154766,3
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\C_05_NOISE_MK.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\ref\R_05_NOISE_MK.wav,0.99555376,0.813168994,0.626354661,0.571064441,0.57098597,0.570464414,0.569827641,0.571085971,0.568832767,0.617848061,0.674190228,0.71429182,0.714446803,0.709334838,0.72535541,0.770337269,0.864541041,0.895024008,0.90633026,0.959615791,0.975714722,0.973873575,0.970369274,0.978404635,0.94580644,0.940745976,0.964480155,0.997968665,0.999730882,0.999499761,0.99977074,0.999698835,3.9
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\C_21_NOISE_FG.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\ref\R_21_NOISE_FG.wav,0.955977175,0.987778363,0.997785268,0.99969056,0.999837038,0.999862036,0.999885193,0.999891107,0.999238083,0.995836951,0.998318817,0.999636843,0.9996014,0.999687359,0.999821387,0.999877189,0.999527774,0.999496953,0.999856886,0.999872605,0.999750222,0.999581591,0.996352238,0.720321482,0.570701509,0.597253678,0.599654183,0.589755693,0.635154807,0.671690548,0.676287952,0.713784149,4
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\C_02_CHOP_FG.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\ref\R_02_CHOP_FG.wav,0.976613291,0.978558748,0.980239115,0.983565971,0.983074532,0.979603428,0.978601672,0.981135358,0.984375838,0.983822869,0.978287967,0.982040064,0.980987243,0.988895702,0.991700177,0.991619784,0.993075157,0.993335415,0.992417874,0.991452781,0.991286357,0.991454226,0.991666998,0.991893481,0.99311263,0.993107857,0.992391021,0.99164206,0.989256296,0.983202711,0.978360792,0.976003108,4.9
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\C_12_NOISE_MK.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\ref\R_12_NOISE_MK.wav,0.43707313,0.444543732,0.475356951,0.490398054,0.491070168,0.505485273,0.491500299,0.498305179,0.522526779,0.513738534,0.514136234,0.520770317,0.518834684,0.51839032,0.541376888,0.527723561,0.514732361,0.520591979,0.56592607,0.607219485,0.665013477,0.756671895,0.7979098,0.775742878,0.761731025,0.720657933,0.709606367,0.754467131,0.786413134,0.859867166,0.905979105,0.916829801,3.8
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\C_21_NOISE_ML.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\ref\R_21_NOISE_ML.wav,0.960071293,0.985060557,0.996882428,0.998582288,0.999411313,0.999889203,0.999946073,0.999943531,0.999902987,0.99968439,0.999415434,0.999694005,0.999822554,0.99986716,0.999817982,0.999878514,0.999936415,0.999884637,0.999722302,0.999353479,0.999148218,0.998027804,0.991887098,0.762017577,0.575289815,0.486517979,0.4900687,0.504302672,0.570268951,0.610230339,0.610931366,0.649096191,4
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\C_14_ECHO_MK.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\ref\R_14_ECHO_MK.wav,0.97087742,0.963957971,0.958837476,0.955251689,0.955440487,0.960501152,0.961697042,0.958373635,0.958344335,0.961994971,0.966759061,0.959119453,0.948754949,0.960997634,0.968100456,0.966589467,0.973649177,0.974277855,0.97037996,0.969712544,0.96647014,0.967158896,0.977051376,0.982920497,0.973138649,0.975022258,0.98700268,0.997136482,0.997990658,0.995335021,0.995529534,0.996276185,3.1
